gene_id	slope	rsq	corr	pval	median	abs_corr	testsig
ENSG00000211746_TRBV19	-1.5388509613848182e-07	6.6663341513617524e-12	-2.5819469589687754e-06	0.9999605073523704	-0.10861245879554385	2.5819469589687754e-06	False
ENSG00000169246_NPIPB3	-5.139785634643473e-06	7.4368928792978295e-09	-8.623742144048102e-05	0.9989741524105195	-0.31372118838589824	8.623742144048102e-05	False
ENSG00000180096_SEPTIN1	5.83057878738089e-06	9.570284453808142e-09	9.782783093920593e-05	0.9989741524105195	-0.10473745687050234	9.782783093920593e-05	False
ENSG00000140995_DEF8	-5.961671180259807e-06	1.0005471229312946e-08	-0.00010002735261883006	0.9989741524105195	-0.2295801222956606	0.00010002735261883006	False
ENSG00000168569_TMEM223	-6.062253290824497e-06	1.0345932999200613e-08	-0.00010171496032754123	0.9989741524105195	-0.20055660327389	0.00010171496032754123	False
ENSG00000278516_LENG1	6.869216333914496e-06	1.3283603328417826e-08	0.00011525451566714377	0.9989741524105195	0.0213356493659204	0.00011525451566714377	False
ENSG00000167291_TBC1D16	-9.826283918926859e-06	2.718191993711372e-08	-0.00016486940268448875	0.9989741524105195	-0.07002818152979025	0.00016486940268448875	False
ENSG00000198026_ZNF335	-1.0195347702786956e-05	2.9262106959748735e-08	-0.00017106170550211644	0.9989741524105195	0.04581790822726975	0.00017106170550211644	False
ENSG00000095319_NUP188	-1.152392067357153e-05	3.7385400109002376e-08	-0.00019335304512996558	0.9989741524105195	-0.043630194273393805	0.00019335304512996558	False
ENSG00000170846_ENSG00000170846	-1.284029322703056e-05	4.641425621620954e-08	-0.0002154396811756957	0.9989741524105195	-0.18366375496235676	0.0002154396811756957	False
ENSG00000091490_SEL1L3	-1.3056803996603548e-05	4.799271080546674e-08	-0.0002190723872473383	0.9989741524105195	-0.0847629963821564	0.0002190723872473383	False
ENSG00000204104_TRAF3IP1	-1.6911560650879327e-05	8.05135333958873e-08	-0.00028374906790594944	0.9988849316652424	-0.0158414324987376	0.00028374906790594944	False
ENSG00000126351_THRA	-1.766621625003382e-05	8.785947358536106e-08	-0.00029641098759921176	0.9988849316652424	-0.05220372621577325	0.00029641098759921176	False
ENSG00000170502_NUDT9	1.92831804944547e-05	1.0467882638476311e-07	0.0003235410737375069	0.9988625828172815	-0.0028811430378558496	0.0003235410737375069	False
ENSG00000172586_CHCHD1	-1.9492304601702408e-05	1.0696160002154897e-07	-0.0003270498433734301	0.9988625828172815	-0.16425478270448285	0.0003270498433734301	False
ENSG00000161179_YDJC	-1.9514144543424586e-05	1.0720142229470042e-07	-0.00032741628283073856	0.9988625828172815	-0.1812830989900256	0.00032741628283073856	False
ENSG00000006025_OSBPL7	-2.0138643502464652e-05	1.141726128084386e-07	-0.00033789438128622654	0.9988625828172815	-0.1372289661059646	0.00033789438128622654	False
ENSG00000180182_MED14	2.053639023416322e-05	1.1872706429105762e-07	0.0003445679383110437	0.9988625828172815	0.0120186565347923	0.0003445679383110437	False
ENSG00000136108_CKAP2	-2.0659906729098424e-05	1.2015953099187016e-07	-0.00034664034848259657	0.9988625828172815	-0.0329469800257559	0.00034664034848259657	False
ENSG00000049249_TNFRSF9	-2.0715241760575972e-05	1.208040582012515e-07	-0.0003475687822284475	0.9988625828172815	-0.1328685460218792	0.0003475687822284475	False
ENSG00000155111_CDK19	-2.3233602824331505e-05	1.5196187175270381e-07	-0.00038982287215201707	0.9988625828172815	-0.0985584447058834	0.00038982287215201707	False
ENSG00000163694_RBM47	2.8377297922247215e-05	2.266958614161041e-07	0.0004761258881631883	0.9988625828172815	-0.14604001999966665	0.0004761258881631883	False
ENSG00000231074_HCG18	2.856840642612616e-05	2.297595350642112e-07	0.00047933238465188555	0.9988625828172815	-0.1157019593081515	0.00047933238465188555	False
ENSG00000101464_PIGU	3.133042637371056e-05	2.763338720068731e-07	0.0005256746827899917	0.998701623186228	-0.04568038989787515	0.0005256746827899917	False
ENSG00000164124_TMEM144	-3.1823543255217683e-05	2.8510089300493036e-07	-0.0005339483991183951	0.998701623186228	-0.1567129175733649	0.0005339483991183951	False
ENSG00000134321_RSAD2	-3.2439136840011015e-05	2.962375391657446e-07	-0.0005442770795695996	0.998701623186228	-0.32071001690928674	0.0005442770795695996	False
ENSG00000148362_PAXX	3.249238768754876e-05	2.9721092209555877e-07	0.0005451705440265952	0.998701623186228	-0.104068437781213	0.0005451705440265952	False
ENSG00000087589_CASS4	-3.335383397594132e-05	3.131792918331655e-07	-0.0005596242414959762	0.998701623186228	-0.08841350435472095	0.0005596242414959762	False
ENSG00000114904_NEK4	3.424807569377363e-05	3.301975616265551e-07	0.0005746281940675654	0.998701623186228	-0.03522206220280755	0.0005746281940675654	False
ENSG00000152942_RAD17	-3.554348840441996e-05	3.5564901523787995e-07	-0.000596363157314721	0.998701623186228	0.0458518356561541	0.000596363157314721	False
ENSG00000165244_ZNF367	3.801208199040157e-05	4.067661704132419e-07	0.0006377822281811858	0.998701623186228	-0.1288457555737053	0.0006377822281811858	False
ENSG00000072803_FBXW11	-4.063136363457208e-05	4.647552540593125e-07	-0.0006817296047988362	0.9986594910757558	0.1436009187654469	0.0006817296047988362	False
ENSG00000163964_PIGX	-4.0637671191429635e-05	4.648995611811202e-07	-0.0006818354355625394	0.9986594910757558	-0.07417510369549475	0.0006818354355625394	False
ENSG00000111450_STX2	4.08071844637476e-05	4.687861525631831e-07	0.0006846795984408591	0.9986594910757558	0.0008587833978401999	0.0006846795984408591	False
ENSG00000255398_HCAR3	-4.102713840976582e-05	4.7385336077176987e-07	-0.0006883700755324598	0.9986594910757558	-0.18546107643389093	0.0006883700755324598	False
ENSG00000137403_HLA-F	4.1033708281831594e-05	4.7400513392137356e-07	0.0006884803075277653	0.9986594910757558	-0.26733710102234	0.0006884803075277653	False
ENSG00000172007_RAB33B	-4.223793875763022e-05	5.022349649497215e-07	-0.0007086853780180638	0.9986594910757558	-0.058304109059190645	0.0007086853780180638	False
ENSG00000280143_ENSG00000280143	4.39423195883326e-05	5.435850060075964e-07	0.0007372821753245042	0.9986594910757558	-0.15126814468144664	0.0007372821753245042	False
ENSG00000165312_OTUD1	-4.427052424324882e-05	5.517353900419408e-07	-0.0007427889269979221	0.9986594910757558	-0.00819598582058265	0.0007427889269979221	False
ENSG00000213999_MEF2B	4.571469584559368e-05	5.883194159617133e-07	0.0007670198276535009	0.9986594910757558	-0.23352979908784435	0.0007670198276535009	False
ENSG00000164512_ANKRD55	4.615685315522731e-05	5.997550267533569e-07	0.0007744385234833493	0.9986594910757558	-0.1766074899518929	0.0007744385234833493	False
ENSG00000239779_WBP1	4.634282020539596e-05	6.045976167490252e-07	0.0007775587545627718	0.9986594910757558	-0.0718147591944039	0.0007775587545627718	False
ENSG00000154319_FAM167A	4.644361379890452e-05	6.072304231663495e-07	0.0007792499106187276	0.9986594910757558	-0.0881729578495314	0.0007792499106187276	False
ENSG00000174684_B4GAT1	4.6730490411266014e-05	6.147551697699427e-07	0.0007840632435240551	0.9986594910757558	-0.0156766461115932	0.0007840632435240551	False
ENSG00000169972_PUSL1	4.7733491733457953e-05	6.414280101507686e-07	0.0008008920091333157	0.9986594910757558	-0.15742382948125536	0.0008008920091333157	False
ENSG00000180035_ZNF48	4.845245389833433e-05	6.608959129961178e-07	0.0008129550498162412	0.9986594910757558	-0.021988275524378098	0.0008129550498162412	False
ENSG00000110448_CD5	-4.9094533717221e-05	6.785280272092464e-07	-0.0008237281271146795	0.9986594910757558	-0.07924417292466485	0.0008237281271146795	False
ENSG00000122696_SLC25A51	-4.968669682375205e-05	6.949951338874882e-07	-0.0008336636814373519	0.9986594910757558	-0.0447465282243734	0.0008336636814373519	False
ENSG00000156253_RWDD2B	-5.1597333609876094e-05	7.49473066830042e-07	-0.000865721125357567	0.9986594910757558	-0.15867119360456206	0.000865721125357567	False
ENSG00000110696_C11orf58	5.1871035536637474e-05	7.574454283787446e-07	0.0008703134080100109	0.9986594910757558	0.0785352862673021	0.0008703134080100109	False
ENSG00000136451_VEZF1	5.480939395205008e-05	8.456906168685663e-07	0.0009196143849427764	0.9986594910757558	0.1298582269875042	0.0009196143849427764	False
ENSG00000124688_MAD2L1BP	5.5828084526025497e-05	8.774188633431379e-07	0.0009367063912228784	0.9986594910757558	-0.2191607324267944	0.0009367063912228784	False
ENSG00000178996_SNX18	5.815235706272416e-05	9.519982656636117e-07	0.0009757039846124736	0.9986594910757558	-0.07086843441750734	0.0009757039846124736	False
ENSG00000122674_CCZ1	5.8915704800654776e-05	9.771554692061812e-07	0.0009885117445583922	0.9986594910757558	-0.019781332744111	0.0009885117445583922	False
ENSG00000180867_PDIA3P1	-5.910747802097108e-05	9.835271905789256e-07	-0.0009917293939305833	0.9986594910757558	0.09390359307260684	0.0009917293939305833	False
ENSG00000105516_DBP	-6.08234245116879e-05	1.0414615698728369e-06	-0.0010205202446019206	0.9986594910757558	-0.1052135681396226	0.0010205202446019206	False
ENSG00000150593_PDCD4	-6.092650023806523e-05	1.0449944313206672e-06	-0.0010222496912146606	0.9986594910757558	0.1098486790460673	0.0010222496912146606	False
ENSG00000146830_GIGYF1	-6.098208242226603e-05	1.046901961454516e-06	-0.001023182271789859	0.9986594910757558	-0.07267339629210204	0.001023182271789859	False
ENSG00000266820_KPNA2P3	6.123853306966144e-05	1.0557256417964567e-06	0.0010274851054350798	0.9986594910757558	-0.0140608788193083	0.0010274851054350798	False
ENSG00000135437_RDH5	6.196808973201792e-05	1.0810299573282833e-06	0.0010397259049214206	0.9986594910757558	-0.15782129632659675	0.0010397259049214206	False
ENSG00000290872_ENSG00000290872	6.351378520580179e-05	1.1356316929056476e-06	0.0010656602145340626	0.9986594910757558	-0.09616505305240705	0.0010656602145340626	False
ENSG00000012124_CD22	-6.398414160294313e-05	1.152513995794635e-06	-0.001073552046164943	0.9986594910757558	-0.072452680752615	0.001073552046164943	False
ENSG00000179348_GATA2	6.429723520466104e-05	1.1638207856323746e-06	0.0010788052584195667	0.9986594910757558	-0.14436225504836908	0.0010788052584195667	False
ENSG00000064313_TAF2	6.822666616399892e-05	1.3104178883116546e-06	0.0011447348550504772	0.9986594910757558	0.03065304113957005	0.0011447348550504772	False
ENSG00000139117_CPNE8	6.883256489698585e-05	1.333796022850997e-06	0.0011549008713205948	0.9986594910757558	-0.031591958550303945	0.0011549008713205948	False
ENSG00000180573_H2AC6	-6.963712159605791e-05	1.3651586816543215e-06	-0.0011684000520379646	0.9986594910757558	-0.16660575477391582	0.0011684000520379646	False
ENSG00000100804_PSMB5	-7.081476686678291e-05	1.4117219638842826e-06	-0.0011881590651054384	0.9986594910757558	-0.042812856916776346	0.0011881590651054384	False
ENSG00000169951_ZNF764	7.093400326229694e-05	1.4164800209437445e-06	0.001190159662021716	0.9986594910757558	-0.15836140215756306	0.001190159662021716	False
ENSG00000261222_ENSG00000261222	7.181839080081664e-05	1.4520208478918661e-06	0.0012049982771503232	0.9986594910757558	-0.2343826382154492	0.0012049982771503232	False
ENSG00000141569_TRIM65	7.242608573847426e-05	1.4766975049429476e-06	0.0012151944308756426	0.9986594910757558	-0.0606678382306367	0.0012151944308756426	False
ENSG00000226479_TMEM185B	7.336865322732929e-05	1.5153836823156297e-06	0.0012310092129600731	0.9986594910757558	-0.0793887308075008	0.0012310092129600731	False
ENSG00000168081_PNOC	7.429521883919041e-05	1.55390063716343e-06	0.0012465555090204173	0.9986594910757558	-0.13392591238506366	0.0012465555090204173	False
ENSG00000235360_C6orf47	-7.635282643780377e-05	1.6411631205137667e-06	-0.0012810788892260465	0.9986594910757558	-0.0448337938545854	0.0012810788892260465	False
ENSG00000160953_PWWP3A	-7.819316621731423e-05	1.7212308058844883e-06	-0.0013119568612740538	0.9986594910757558	-0.12671983772829964	0.0013119568612740538	False
ENSG00000105397_TYK2	8.022046826361601e-05	1.8116399854717358e-06	0.001345971762552385	0.9986594910757558	-0.1098745153411829	0.001345971762552385	False
ENSG00000100151_PICK1	8.079773810921029e-05	1.837807071969344e-06	0.0013556574316635137	0.9986594910757558	-0.09750254028688375	0.0013556574316635137	False
ENSG00000135083_CCNJL	-8.39537350793896e-05	1.984182236403065e-06	-0.0014086100371083264	0.9986594910757558	-0.16444167016272399	0.0014086100371083264	False
ENSG00000103260_METRN	8.435195213270291e-05	2.0030499886525277e-06	0.001415291485381185	0.9986594910757558	-0.2098448461028561	0.001415291485381185	False
ENSG00000139174_PRICKLE1	-8.499506099386969e-05	2.0337093812328177e-06	-0.0014260818283711692	0.9986594910757558	-0.11722238296078405	0.0014260818283711692	False
ENSG00000178229_ZNF543	-8.542330936214336e-05	2.054254735428529e-06	-0.0014332671543051466	0.9986594910757558	-0.0798617966040169	0.0014332671543051466	False
ENSG00000169020_ATP5ME	8.776596304494609e-05	2.168471694208307e-06	0.0014725731540673412	0.9986594910757558	0.02441534245995445	0.0014725731540673412	False
ENSG00000166046_TCP11L2	8.923623485017362e-05	2.2417335304725228e-06	0.0014972419745809646	0.9986594910757558	-0.0281356014436937	0.0014972419745809646	False
ENSG00000141560_FN3KRP	8.947519723800049e-05	2.253755715053707e-06	0.0015012513830684547	0.9986594910757558	-0.0632457076910673	0.0015012513830684547	False
ENSG00000188921_HACD4	-8.955101251788069e-05	2.2575766960297727e-06	-0.0015025234427821408	0.9986594910757558	-0.10218639884434955	0.0015025234427821408	False
ENSG00000235106_BRD3OS	8.965069401794725e-05	2.2626054247965044e-06	0.0015041959396802492	0.9986594910757558	-0.061265145624900895	0.0015041959396802492	False
ENSG00000091140_DLD	9.056814525286448e-05	2.3091516743178886e-06	0.0015195893110036363	0.9986594910757558	0.2110571114043526	0.0015195893110036363	False
ENSG00000168995_SIGLEC7	-9.090544310391386e-05	2.3263833893727437e-06	-0.0015252486320336681	0.9986594910757558	-0.165750384408672	0.0015252486320336681	False
ENSG00000182473_EXOC7	-9.27652959537252e-05	2.4225490613538625e-06	-0.0015564540023404443	0.9986594910757558	-0.07978971522551859	0.0015564540023404443	False
ENSG00000135597_REPS1	-9.661863840465606e-05	2.6279877592960688e-06	-0.001621106954917994	0.9986594910757558	-0.01761889790842215	0.001621106954917994	False
ENSG00000233750_CICP27	-9.704966291763092e-05	2.651487443494638e-06	-0.0016283388601410517	0.9986594910757558	-0.22623332206354996	0.0016283388601410517	False
ENSG00000127831_VIL1	9.820115765659197e-05	2.7147805392591096e-06	0.001647659108911927	0.9986594910757558	-0.039077079000053846	0.001647659108911927	False
ENSG00000117139_KDM5B	0.00010019284934204544	2.8260182830530667e-06	0.0016810765250197441	0.9986594910757558	0.0529354277887557	0.0016810765250197441	False
ENSG00000154928_EPHB1	-0.00010035369658284072	2.8350992126169317e-06	-0.00168377528568373	0.9986594910757558	-0.09578126321521024	0.00168377528568373	False
ENSG00000154957_ZNF18	0.00010079093732261819	2.8598580691374664e-06	0.0016911114892975577	0.9986594910757558	-0.10758890449041225	0.0016911114892975577	False
ENSG00000274272_ENSG00000274272	-0.00010172439477774084	2.9130755058170976e-06	-0.0017067734195172564	0.9986594910757558	-0.23148872485816369	0.0017067734195172564	False
ENSG00000093072_ADA2	0.00010208648455751363	2.9338507022691473e-06	0.00171284870964751	0.9986594910757558	-0.10161368010058411	0.00171284870964751	False
ENSG00000239906_ENSG00000239906	-0.0001036339055887476	3.0234670714834877e-06	-0.0017388119713673952	0.9986594910757558	-0.21141808873474072	0.0017388119713673952	False
ENSG00000121671_CRY2	-0.00010411623630318902	3.051676076282206e-06	-0.0017469047129818676	0.9986594910757558	-0.08031164529051475	0.0017469047129818676	False
ENSG00000182179_UBA7	-0.00010653732318566576	3.195251692456047e-06	-0.0017875266969846267	0.9986594910757558	-0.20687211361683175	0.0017875266969846267	False
ENSG00000198331_HYLS1	0.0001068549101865007	3.2143301315068484e-06	0.0017928553013237523	0.9986594910757558	-0.04685297810617655	0.0017928553013237523	False
ENSG00000213516_RBMXL1	-0.0001079149254414676	3.2784196356550055e-06	-0.0018106406699702146	0.9986594910757558	0.039879065340591394	0.0018106406699702146	False
ENSG00000015532_XYLT2	-0.00010876047824537183	3.329996134948665e-06	-0.0018248277000691097	0.9986594910757558	-0.1282126232713294	0.0018248277000691097	False
ENSG00000140678_ITGAX	-0.00010948220285323522	3.3743378731188045e-06	-0.0018369370901481332	0.9986594910757558	-0.18601274808470386	0.0018369370901481332	False
ENSG00000171307_ZDHHC16	-0.00011016175498052183	3.4163566640099674e-06	-0.0018483388931331633	0.9986594910757558	-0.15339226805790268	0.0018483388931331633	False
ENSG00000004468_CD38	0.00011077212194449426	3.4543191673730433e-06	0.0018585798792067096	0.9986594910757558	-0.18485685625963078	0.0018585798792067096	False
ENSG00000099904_ZDHHC8	0.00011274834872309829	3.5786719749797413e-06	0.0018917378187946895	0.9986594910757558	-0.10657211713139585	0.0018917378187946895	False
ENSG00000165802_NSMF	0.00011353209536369453	3.628597682658885e-06	0.0019048878398563228	0.9986594910757558	-0.0690035529988576	0.0019048878398563228	False
ENSG00000171208_NETO2	0.00011354538870443456	3.6294474686782152e-06	0.0019051108809535324	0.9986594910757558	-0.06856639956323785	0.0019051108809535324	False
ENSG00000066379_POLR1H	0.00011441892590147779	3.685507041439884e-06	0.001919767444623756	0.9986594910757558	-0.21027591098667253	0.001919767444623756	False
ENSG00000163528_CHCHD4	-0.00011513204296288556	3.7315901184609146e-06	-0.0019317324137746981	0.9986594910757558	-0.01167669178223265	0.0019317324137746981	False
ENSG00000130332_LSM7	0.0001160911350287178	3.794020095426731e-06	0.001947824451956916	0.9986594910757558	-0.22741138173998898	0.001947824451956916	False
ENSG00000258301_VASH1-AS1	-0.00011768250322287577	3.898749280084601e-06	-0.001974525077115672	0.9986594910757558	-0.21566598336020681	0.001974525077115672	False
ENSG00000211899_IGHM	-0.00012141074723601763	4.149691166133174e-06	-0.0020370790770387753	0.9986594910757558	-0.19834223324978964	0.0020370790770387753	False
ENSG00000111707_SUDS3	0.00012155767337362046	4.159740803921785e-06	0.00203954426375083	0.9986594910757558	-0.048768067811396254	0.00203954426375083	False
ENSG00000135486_HNRNPA1	0.00012295552421609786	4.255960648125168e-06	0.002062997975789076	0.9986594910757558	-0.013628631426043949	0.002062997975789076	False
ENSG00000065029_ZNF76	-0.00012396293408811694	4.325986962872008e-06	-0.002079900709846892	0.9986594910757558	-0.09469099804624	0.002079900709846892	False
ENSG00000173660_UQCRH	-0.00012457007855097945	4.368466290594064e-06	-0.002090087627481418	0.9986594910757558	-0.24329371932697055	0.002090087627481418	False
ENSG00000048707_VPS13D	-0.0001246928847612861	4.3770837568901655e-06	-0.0020921481202074185	0.9986594910757558	-0.028508026806364002	0.0020921481202074185	False
ENSG00000229802_SLC39A7	-0.00012516154409771403	4.4100482070597025e-06	-0.00210001147786099	0.9986594910757558	0.012129906082908749	0.00210001147786099	False
