ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	phase	genesym
ENSG00000198682.13_PAPSS2	111.299247005221	-0.276195563350246	0.074396578166131	-3.71247670468779	0.000205240956459	0.0005534190145961	Late Phase	ENSG00000198682_PAPSS2
ENSG00000065989.16_PDE4A	404.589731334894	-0.259750423580237	0.065509052883734	-3.96510729656319	7.33629395744056e-05	0.0002094171819664	Late Phase	ENSG00000065989_PDE4A
ENSG00000181847.12_TIGIT	688.533242039316	-0.198614528584542	0.0764091126620608	-2.59935656448422	0.0093398702050512	0.0192802166521448	Late Phase	ENSG00000181847_TIGIT
ENSG00000062524.16_LTK	239.803055948774	-0.186165600171097	0.132408676705034	-1.4059924530914	0.159726365797971	0.238287007885792	Late Phase	ENSG00000062524_LTK
ENSG00000283124.3_LINC01355	61.5950914537869	-0.143608567710767	0.0716006702220175	-2.00568747841982	0.0448896019949282	0.0798460079926323	Late Phase	ENSG00000283124_LINC01355
ENSG00000109943.9_CRTAM	184.04842579926	-0.136503987079433	0.0760282128979195	-1.79543858623525	0.0725838493163993	0.121445483630725	Late Phase	ENSG00000109943_CRTAM
ENSG00000164530.15_PI16	113.437400881849	-0.118576846300914	0.105376271525484	-1.12527084688357	0.260474279500536	0.354704956924738	Late Phase	ENSG00000164530_PI16
ENSG00000260997.1_ENSG00000260997	280.744890524594	-0.0891595839320973	0.0604433472541391	-1.47509342189833	0.1401874287302	0.213412264347346	Late Phase	ENSG00000260997_ENSG00000260997
ENSG00000256553.1_TRAV1-2	75.1975193114028	-0.0551658171247248	0.130221446020882	-0.423630813590247	0.671835079517088	0.736474519474448	Late Phase	ENSG00000256553_TRAV1-2
ENSG00000169895.6_SYAP1	628.144731242426	-0.0302472140840874	0.0388311063848267	-0.77894288626055	0.436013359435743	0.528901491868838	Late Phase	ENSG00000169895_SYAP1
ENSG00000132386.11_SERPINF1	108.924703664623	-0.0211592594887438	0.0956390303166555	-0.221240840885637	0.824904910632643	0.863299980950842	Late Phase	ENSG00000132386_SERPINF1
ENSG00000183691.6_NOG	149.605990062392	-0.0134711258068319	0.142941631909924	-0.0942421436416844	0.924916807941807	0.942747387525748	Late Phase	ENSG00000183691_NOG
ENSG00000158292.7_GPR153	98.9948657287939	-0.008341509817292	0.119028507789236	-0.0700799327171464	0.944130038798694	0.957341462231581	Late Phase	ENSG00000158292_GPR153
ENSG00000146674.16_IGFBP3	102.073344510951	0.0089286416640517	0.117040168665944	0.0762869856206019	0.939190779640972	0.95362537641943	Late Phase	ENSG00000146674_IGFBP3
ENSG00000041880.15_PARP3	183.14036908237	0.0111346711159125	0.0578777106365243	0.192382715098027	0.847442430865017	0.881211095446479	Late Phase	ENSG00000041880_PARP3
ENSG00000102984.15_ZNF821	91.818766488279	0.011189676410781	0.0610967986415505	0.183146689508722	0.854682922349623	0.886730955729263	Late Phase	ENSG00000102984_ZNF821
ENSG00000170348.9_TMED10	2736.12258741599	0.0130577089408817	0.0289456539840993	0.451111208199155	0.651909400001638	0.719489580532157	Late Phase	ENSG00000170348_TMED10
ENSG00000134574.12_DDB2	459.627586061981	0.0482905566157216	0.0462207438813711	1.04478103467272	0.296124182192596	0.392838755533383	Late Phase	ENSG00000134574_DDB2
ENSG00000185010.15_F8	104.842339364494	0.0558193129474192	0.0615490696485265	0.906907501058476	0.364455714147282	0.460647466918185	Late Phase	ENSG00000185010_F8
ENSG00000167460.17_TPM4	4855.629313096	0.086503229676842	0.0342910624604629	2.52261736645165	0.0116485071575611	0.023568508931536	Late Phase	ENSG00000167460_TPM4
ENSG00000160789.24_LMNA	463.703355528216	0.123905421471118	0.0929236250040396	1.33341140604159	0.182396831363225	0.265773386483879	Late Phase	ENSG00000160789_LMNA
ENSG00000128245.15_YWHAH	1532.94684702062	0.207399943444615	0.0474652640597782	4.36950994696699	1.24525668193001e-05	3.88134881753427e-05	Late Phase	ENSG00000128245_YWHAH
ENSG00000068354.16_TBC1D25	860.01417404703	0.219665231592928	0.0440224962828407	4.9898404257132	6.04291910486744e-07	2.16033730358888e-06	Late Phase	ENSG00000068354_TBC1D25
ENSG00000163866.9_SMIM12	661.681629946104	0.253079767436261	0.0283412166263905	8.92974252914041	4.2700141143808704e-19	3.89437959239506e-18	Late Phase	ENSG00000163866_SMIM12
ENSG00000162783.11_IER5	1106.03798456118	0.261602004455427	0.0481773609265637	5.42997788638079	5.63610352613849e-08	2.22088933451273e-07	Late Phase	ENSG00000162783_IER5
ENSG00000182195.9_LDOC1	90.7863525948353	0.300969983642982	0.0912433611466492	3.2985411745108	0.00097188625491	0.0023834930455292	Late Phase	ENSG00000182195_LDOC1
ENSG00000108798.9_ABI3	1423.88787385444	0.310507678317524	0.0731563330990707	4.24444016209812	2.19139832487135e-05	6.66265615599964e-05	Late Phase	ENSG00000108798_ABI3
ENSG00000196975.16_ANXA4	648.180300690952	0.359802160151178	0.0462041932539741	7.78721875249345	6.8500297255699905e-15	4.64404221300215e-14	Late Phase	ENSG00000196975_ANXA4
ENSG00000134986.14_NREP	158.824664659484	0.42271485159277	0.0673222546939263	6.27897644715851	3.40809210820835e-10	1.6312964867825201e-09	Late Phase	ENSG00000134986_NREP
ENSG00000290720.1_ZNF542P	115.323608185567	0.494298218319472	0.0840155364724635	5.8834144144456	4.01887957133121e-09	1.75500932308069e-08	Late Phase	ENSG00000290720_ZNF542P
ENSG00000109113.20_RAB34	226.254998798815	0.5374903064596	0.0623712728450064	8.61759399708375	6.83756284872377e-18	5.69714144887611e-17	Late Phase	ENSG00000109113_RAB34
ENSG00000155659.15_VSIG4	79.2907192673251	0.915343743010761	0.140593079957468	6.51058888024696			Late Phase	ENSG00000155659_VSIG4
ENSG00000282899.2_E2F2	186.837036420441	0.95595479964586	0.0889568364612099	10.7462769324391	6.17021343395369e-27	9.393133409849e-26	Late Phase	ENSG00000282899_E2F2
